BPM_c,PG_c,NG_c,SG_c,PPG_c,PNG_c,MA_c,TR-c,RR,RD,neck,data
47.53567156,2.918606455,2.117846395,5.03645285,0.338246667,0.923963333,0.058509962,0.585905,14.6354314,0.897821027,0,1
88.75444234,6.121879895,4.624043783,10.74592368,0.314705,0.3613175,0.364524287,0.22826,16.66583337,2.700399339,0,1
64.16597599,3.993004098,2.231984667,6.224988765,0.3409775,0.5940975,0.610413702,0.43392,14.72880586,5.445381923,0,1
80.49117504,8.742599058,5.343956158,14.08655522,0.209426667,0.535996667,0.136567968,0.420134,12.33387808,2.852971591,0,1
73.31355904,4.071536331,2.621469452,6.693005783,0.3438025,0.4746,0.108708178,0.189463333,9.896988841,1.673316191,0,1
87.82227114,5.63861225,4.86891267,10.50752492,0.342842,0.340356,0.135629774,0.1189325,11.66974618,3.133814302,0,1
123.5684085,44.47953141,22.90795743,67.38748884,0.194586,0.290975,0.085976285,0.237676667,10.77025256,2.676681953,0,1
82.8028774,12.43315484,7.560620456,19.9937753,0.2980375,0.426575,0.281839248,0.354409091,6.760548145,3.924703132,0,1
78.36420323,4.707449559,4.24234372,8.949793279,0.325278571,0.440377143,0.090630833,0.128631667,9.930305804,2.116887408,0,1
74.91160431,9.417159659,7.563014172,16.98017383,0.20905,0.591894,0.04606755,0.60342,13.4628157,1.476006116,0,1
93.86684467,8.638436136,29.33231984,37.97075598,0.203023333,0.43618,0.065355046,0.335158,11.52536252,2.331258144,0,1
114.0039616,26.51254203,6.728729409,33.24127144,0.2178075,0.30849,0.101929962,0.34578,24.77710925,0.937919839,0,1
79.40779432,5.767692628,2.555395099,8.323087727,0.262536667,0.493056667,0.091124445,0.03503,19.84205722,0.764711122,0,1
95.36161123,8.262313548,5.061631553,13.3239451,0.312332,0.316852,0.134795479,0.2324975,17.12817585,1.029431345,0,1
118.8524793,9.760763851,20.41014672,30.17091057,0.226565,0.2782625,0.108700513,0.366873333,25.88851542,0.521465921,0,1
77.23250201,5.526210585,18.2637969,23.79000749,0.325628333,0.451246667,0.086906202,0.342842,10.90518487,1.326399888,0,1
97.27757887,22.20178216,13.07490628,35.27668844,0.2712,0.345591667,0.064988407,0.326796,15.2447158,2.240143876,0,1
96.30715562,34.75985684,25.07794468,59.83780152,0.289531111,0.333475556,1.715420975,0.51415,9.841954612,4.734156254,0,1
86.07721536,9.564808178,7.024777052,16.58958523,0.294445714,0.402602857,0.183153717,0.335045,10.77243764,4.143084361,0,1
81.62543449,5.629714269,3.653428006,9.283142274,0.2760025,0.4590625,0.082182747,0.043693333,12.8099747,1.749980023,0,1
69.80369649,3.842312788,18.12891085,21.97122364,0.243138333,0.616415,0.044762155,0.508952,8.565469452,1.06720125,0,1
94.56339293,9.97797198,14.04562369,24.02359567,0.171195,0.4633,0.05455815,0.377872,12.85338783,1.851475915,0,1
85.15038166,16.19797705,18.67192607,34.86990312,0.224224286,0.480411429,0.071395038,0.524696667,10.41941623,1.982254033,0,1
129.2692517,18.11894757,14.85410609,32.97305366,0.2353225,0.228825,0.046585963,0.349546667,14.83166065,0.68743659,0,1
77.51437246,5.365531997,2.615424413,7.98095641,0.223175,0.550875,0.048615842,0.12656,24.41257247,0.256405418,0,1
95.01058689,6.83259695,9.002739419,15.83533637,0.297674286,0.333834286,0.089544295,0.266491667,12.91277849,2.451574993,0,1
88.41137391,6.446875673,6.458443746,12.90531942,0.314462857,0.364182857,0.098593012,0.232403333,9.643542523,2.905628207,0,1
64.03442491,6.058881373,4.284740989,10.34362236,0.218768,0.718228,0.074228541,0.57743,10.7789982,1.96518358,0,1
92.74645438,12.11709514,10.0786211,22.19571624,0.2827825,0.3641425,0.104780813,0.356111429,10.08305073,3.972495095,0,1
64.91117987,5.419183784,1.464344507,6.88352829,0.217525,0.706815,0.082980041,0.19888,26.62855824,0.71181639,0,1
66.62151209,5.128322712,1.516529844,6.644852556,0.289845,0.610765,0.095115429,0.07006,15.11453035,1.345655966,0,1
96.54062751,14.82936359,18.5879852,33.41734879,0.255832,0.365668,0.059751679,0.582515,10.77243764,2.304985426,0,1
59.96312268,4.856287052,1.497352089,6.353639141,0.19775,0.802865,0.037018497,0.23165,16.78702028,1.614308266,0,1
95.30835784,17.93120356,10.49163669,28.42284025,0.273585556,0.35595,0.112973866,0.2641375,9.014829394,3.348188531,0,1
93.84472452,10.01201978,5.670079662,15.68209944,0.30962,0.329734,0.11555803,0.3195075,13.80586197,3.018430288,0,1
89.08950526,6.4715763,15.14988732,21.62146362,0.333726667,0.339753333,0.172287636,0.24521,10.3827425,3.962436292,0,1
79.22020908,4.270410815,4.195493584,8.4659044,0.3534075,0.403975,0.062479433,0.05537,13.53143352,0.88612503,0,1
95.38445233,6.235824422,8.345713104,14.58153753,0.25877,0.370263333,0.160020208,0.30284,26.65529374,1.957616822,0,1
86.40739647,5.160898446,3.747385251,8.908283696,0.321485,0.3729,0.159665304,0.11187,27.96068727,0.743471476,0,1
70.14180335,3.813010879,3.453805036,7.266815915,0.44635,0.40906,0.191127695,0.235416667,15.10593034,2.375102539,0,1
67.25439535,2.675834834,2.25306577,4.928900604,0.44861,0.443525,0.179899087,0.11187,29.6633213,0.800442194,0,1
95.05432355,9.349399473,25.30353322,34.65293269,0.339678,0.29154,0.097242009,0.42488,11.72644548,2.81862401,0,1

87.78839096,10.26162326,4.418213196,14.67983646,0.199633333,0.483828333,0.160562996,0.195264,11.06655797,4.18839823,1,1
109.629756,21.24705615,11.21544789,32.46250404,0.230143333,0.317153333,0.080272087,0.34352,27.99016612,0.193137563,1,1
93.48124143,6.388258315,5.042542425,11.43080074,0.267056667,0.374783333,0.203386492,0.242385,28.13849769,1.635799412,1,1
87.61938141,5.15577188,5.126641647,10.28241353,0.30058,0.3842,0.106406403,0.26668,26.5885554,0.290711098,1,1
87.90951181,5.888356285,3.612481561,9.500837846,0.283065,0.399455,0.223235834,0.07006,25.04591752,1.348785958,1,1
112.9730748,13.92110187,23.4607483,37.38185017,0.210745,0.320355,0.100645463,0.375913333,21.29857406,0.47260138,1,1
164.9839828,47.58426802,11.17904418,58.7633122,0.139555,0.224116667,0.078154841,0.4181,22.75925638,1.07862166,1,1
74.83769575,2.944553088,3.248990205,6.193543293,0.36725,0.434485,0.162811085,0.01469,25.42976299,0.796899024,1,1
98.03793414,19.74669346,3.3387481,23.08544156,0.243854,0.368154,0.150155407,0.3726175,17.640314,1.34048891,1,1
138.1304504,7.904709857,24.1308387,32.03554856,0.239108,0.195264,0.121759109,0.35482,21.78799554,1.139697878,1,1
122.7076315,16.61817331,14.83891705,31.45709037,0.16611,0.322857143,0.077585073,0.241255,14.40513975,1.51395923,1,1
119.5886152,22.58529376,9.73535406,32.32064782,0.2034,0.29832,0.125670864,0.23956,26.14344911,1.240256745,1,1
115.3175932,9.608180188,29.6133759,39.22155609,0.246465556,0.273836667,0.096391111,0.31414,12.14764245,2.526041934,1,1
116.4983194,24.70672185,14.93641526,39.6431371,0.22939,0.285638889,0.110422679,0.2618775,11.9105754,2.028602313,1,1
95.49882218,15.04086667,6.649212544,21.69007921,0.272518333,0.355761667,0.143286307,0.39663,14.20474723,1.724534507,1,1
150.2046538,59.82392557,15.12576388,74.94968945,0.17854,0.220915,0.198932465,0.49833,26.96665573,1.46442651,1,1
122.203326,13.46838078,14.64334618,28.11172696,0.268186667,0.222798333,0.10414369,0.27459,14.53527105,1.883504782,1,1
146.4249435,19.04029539,27.1297604,46.17005579,0.2070725,0.20269375,0.077711403,0.396145714,14.13667336,1.740315581,1,1
74.73236472,4.705142343,3.543593562,8.248735905,0.333915,0.46895,0.086120517,0.121663333,14.77799753,1.184918647,1,1
108.3066703,12.19441551,15.83581394,28.03022945,0.27685,0.2771325,0.120776313,0.264796667,21.01200836,0.678535453,1,1
84.73882083,5.428425931,4.390894973,9.819320904,0.291992,0.416066,0.112055484,0.176845,15.22286271,0.622200939,1,1
116.1359255,14.45477354,23.44054196,37.8953155,0.239334,0.277302,0.16178928,0.4528475,18.48793354,1.170636125,1,1
116.7616166,11.02709586,11.31989185,22.34698771,0.2036825,0.310185,0.139012874,0.31527,21.82381633,2.066438822,1,1
78.31466834,4.218358594,2.823861641,7.042220235,0.34804,0.4181,0.175143349,0.12882,24.35658034,0.712510882,1,1
126.7844917,39.64439895,20.08005628,59.72445523,0.194812,0.278432,0.103546984,0.4714925,19.37152322,1.533056821,1,1
66.41318966,3.382269423,1.848516985,5.230786408,0.35821,0.545225,0.176696426,0.04407,22.55622138,0.596595812,1,1
95.67089213,9.171157219,13.12112623,22.29228345,0.27798,0.34917,0.211632334,0.28702,20.35160795,1.139608875,1,1
104.8318759,17.65300481,18.19089308,35.84389789,0.249165,0.32318,0.157246903,0.216314286,11.242292,2.249219897,1,1
93.15323707,8.557268033,4.983162805,13.54043084,0.225435,0.418665,0.108410749,0.335986667,18.4046257,1.759772008,1,1
98.44996007,12.07110147,9.665871486,21.73697295,0.24747,0.361976667,0.10032046,0.26216,28.8886535,1.063754829,1,1
118.0465654,20.93659785,8.852872031,29.78946988,0.149612,0.358662,0.065042157,0.3065125,20.08980141,0.994809315,1,1
86.19698885,4.387685643,4.50414642,8.891832062,0.36725,0.32883,0.166839243,0.2034,23.86397534,0.866337737,1,1
101.2234921,15.85620802,9.425561364,25.28176938,0.228762222,0.363985556,0.117175767,0.2166775,10.81852998,0.740056957,1,1
105.3518753,4.891322733,8.328691189,13.22001392,0.361035,0.208485,0.079405896,0.00226,26.42973874,0.207741392,1,1
129.7166412,17.97199072,26.44890474,44.42089546,0.218717778,0.243828889,0.123625735,0.2974725,12.76992427,1.635716428,1,1
106.7283319,10.52423025,14.68665273,25.21088298,0.27685,0.285325,0.153596157,0.405293333,24.4462915,0.876808786,1,1
114.187839,7.832657836,19.3852341,27.21789194,0.2517075,0.2737425,0.126861675,0.442583333,23.67246774,1.037835796,1,1
157.8711946,38.39952356,33.24589586,71.64541942,0.18193,0.198126667,0.052769308,0.61133,26.74929226,0.328533322,1,1
97.04792348,8.559879558,13.48406527,22.04394482,0.26145375,0.3567975,0.13424034,0.315915714,10.0696653,5.09783318,1,1
94.06084169,14.17376578,10.36138575,24.53515154,0.226188333,0.411696667,0.061660982,0.219446,14.42862639,1.815444307,1,1
103.7817642,11.72855782,9.45135057,21.17990839,0.2206325,0.35750375,0.092963441,0.315431429,11.04124457,2.567892419,1,1
85.48002973,7.191822266,8.100312257,15.29213452,0.23617,0.465748333,0.098979245,0.403184,11.78893098,3.221762872,1,1
131.5104523,21.85054825,36.26051461,58.11106286,0.16385,0.2923875,0.098934532,0.418422857,14.19335609,0.939867076,1,1
91.68263836,10.50441708,27.90051421,38.40493129,0.232134286,0.422297143,0.086968863,0.531288333,11.34801136,2.836062446,1,1
96.33045198,5.113251078,21.55567697,26.66892805,0.28363,0.339226,0.172942499,0.47234,14.41687351,5.151415228,1,1
108.0678666,10.509772,12.20685087,22.71662287,0.308866667,0.24634,0.13497336,0.294365,23.73596117,0.987191486,1,1
139.6563523,30.10753524,24.99377547,55.10131071,0.13108,0.298546,0.07702494,0.398325,24.34541272,1.024249446,1,1
157.2322924,24.67042042,34.87063336,59.54105378,0.125656,0.255945,0.047957196,0.381061111,13.93996984,1.25224392,1,1


114.681091,27.2523131,27.42610336,54.67841645,0.118085,0.405105,0.040066241,0.64636,25.88851542,0.625493784,2,1
118.786007,25.14659064,7.44108907,32.58767971,0.297755,0.207355,0.087010075,0.5424,25.87589919,0.665176291,2,1
105.0392584,8.588266012,14.50387134,23.09213736,0.267245,0.30397,0.072812338,0.48477,26.9392923,0.800784052,2,1
86.94980098,5.582574955,4.649106206,10.23168116,0.31866,0.371393333,0.108559753,0.161025,26.62855824,0.991890126,2,1
88.34832801,4.88713721,4.817447426,9.704584635,0.33787,0.34126,0.126402026,0.226,28.39430221,0.885855806,2,1
77.12032699,4.846991994,2.89798234,7.744974334,0.2599,0.518105,0.102873599,0.05311,25.5153028,0.330426724,2,1
125.2295876,16.82783171,17.84068675,34.66851845,0.225246667,0.253873333,0.084813753,0.26781,12.7301235,0.6610992,2,1
113.8206755,22.47398251,10.58446341,33.05844593,0.163285,0.36386,0.268608227,0.53449,27.51157779,1.069596716,2,1
113.7800253,25.92927536,16.50612061,42.43539597,0.196243333,0.33109,0.083338793,0.390415,29.89715379,0.780582281,2,1
90.14829394,5.937579508,4.781798114,10.71937762,0.307925,0.357645,0.107439129,0.29606,29.51492225,0.364153354,2,1
128.2028454,6.529335868,26.4260147,32.95535057,0.20114,0.266868333,0.05704636,0.336514,16.18821498,0.663628218,2,1
94.01920342,5.548347049,4.60113391,10.14948096,0.298885,0.3392825,0.110944537,0.04859,21.2644554,1.574625889,2,1
142.1235148,44.36339421,41.26495322,85.62834743,0.142832,0.279336,0.101284565,0.4562375,19.37152322,1.248403898,2,1
120.4932189,18.35139495,19.50404024,37.85543519,0.139366667,0.358586667,0.039608874,0.30736,27.75606123,0.550490999,2,1
77.12032699,4.005097197,3.658600364,7.663697561,0.341825,0.43618,0.129990636,0.284383333,13.07172455,1.567156117,2,1
122.0628624,12.96123579,55.85284945,68.81408524,0.174773333,0.316776667,0.081194236,0.547485,26.89835113,0.76361985,2,1
107.7337437,18.05422509,12.43242923,30.48665431,0.238591429,0.318337143,0.093271486,0.281558333,14.19335609,1.613687059,2,1
101.5245605,13.36550823,4.305755822,17.67126406,0.13673,0.45426,0.062923996,0.23052,27.68370445,0.69972821,2,1
76.07069503,3.601951933,3.934213317,7.53616525,0.382618,0.406122,0.130071055,0.25877,13.66375325,3.767797456,2,1
90.66137473,10.89201304,16.85199646,27.7440095,0.257451667,0.404351667,0.07447362,0.498782,12.90022962,1.590681507,2,1
39.15733417,16.48067705,13.33437841,29.81505546,0.166486667,1.365793333,0.042539645,3.04422,10.86946676,0.973856761,2,1
135.1077484,37.99507274,30.68791664,68.68298938,0.2240225,0.2200675,0.086695103,0.383446667,26.78978059,0.305187835,2,1
91.50207187,7.594256744,18.7222872,26.31654394,0.303808571,0.351914286,0.181672357,0.361035,9.573989386,4.053048341,2,1
131.5738178,30.76335321,20.9460744,51.70942762,0.179921111,0.276096667,0.060927896,0.22105625,11.38450796,1.787666016,2,1
112.0788288,17.47221517,17.30943731,34.78165247,0.19308875,0.34224875,0.077186597,0.248761429,13.27101853,1.699247734,2,1
126.1219599,17.28102675,14.04605453,31.32708129,0.19549,0.28024,0.114059205,0.1398375,21.03698302,1.299621538,2,1
97.03462195,16.52896872,6.843984158,23.37295288,0.243628,0.374708,0.102078769,0.3149875,17.77019583,0.918403444,2,1
103.5035967,11.37973532,4.80109111,16.18082643,0.17176,0.40793,0.079876588,0.222045,28.68576182,0.24196509,2,1
